达人名称,视频笔记报价,模型预估报价,报价偏差,粉丝数
家居李姐,14000.0,29772.12,-15772.12,123107
奶奶女神团,14500.0,30271.45,-15771.45,185527
长谷川风,13000.0,28766.54,-15766.54,102239
油头四六分,7500.0,23260.15,-15760.15,120359
阿航在这,16000.0,31754.58,-15754.58,226780
rose_zzzzzz,20000.0,35736.83,-15736.83,276964
劳拉Lora,15000.0,30734.61,-15734.61,195869
杰斯,12000.0,27732.85,-15732.85,100594
思罕chen,2900.0,18631.21,-15731.21,121095
梁上進,13000.0,28722.61,-15722.61,131304
龙崽在日本,12000.0,27722.26,-15722.26,101640
还是果果王呀,12000.0,27721.76,-15721.76,100426
小沐,12000.0,27715.46,-15715.46,119358
Jazmín.,15950.0,31664.2,-15714.2,208688
一颗小柠萌🍋,14000.0,29710.08,-15710.08,104117
快点倒头就睡,13000.0,28691.13,-15691.13,116831
可乐🌵,13800.0,29463.1,-15663.1,119272
囧囧囧,4000.0,19661.02,-15661.02,113546
克困,12800.0,28448.34,-15648.34,115201
独居的瑶瑶酱,15980.0,31627.01,-15647.01,190257
吃很多星,26000.0,41645.16,-15645.16,522073
十五,3355.0,18999.82,-15644.82,104161
singing2life🎧,12800.0,28441.41,-15641.41,106757
硕士妈咪Calla,13000.0,28629.76,-15629.76,111940
写不来MATH.,4500.0,20118.69,-15618.69,119601
懂老师说车,15000.0,30604.99,-15604.99,196017
ava是小仙女,13000.0,28601.21,-15601.21,127807
黑狼D,4000.0,19594.46,-15594.46,118487
黑马小明,24000.0,39585.94,-15585.94,476553
tot徐大喜,15000.0,30518.54,-15518.54,158633
呆呆的小鱼,9000.0,24514.49,-15514.49,306548
江脍一,18000.0,33510.86,-15510.86,220600
今天我也不想上班,15000.0,30499.72,-15499.72,148519
The Go To Dad,15200.0,30680.86,-15480.86,195105
章漾-,14000.0,29433.94,-15433.94,137586
我是大MO,18000.0,33429.2,-15429.2,282365
安安姐电商,13600.0,29025.68,-15425.68,215516
stella的美丽人生,15000.0,30416.24,-15416.24,131287
花生-陈昱玟💖,16000.0,31413.69,-15413.69,147387
嘉尚传媒,15000.0,30411.85,-15411.85,188897
小熊软糖,13000.0,28407.26,-15407.26,131654
PP小姐,15000.0,30395.15,-15395.15,129695
Lexie佳颖,13000.0,28382.53,-15382.53,120320
是墨不是陌,35100.0,50474.64,-15374.64,188054
黑妞福大玥,18000.0,33370.19,-15370.19,279834
kiko酱酱酱,15000.0,30362.63,-15362.63,190650
拜托了姐妹,20000.0,35331.83,-15331.83,330497
陆公子,20000.0,35321.3,-15321.3,332095
猪太太,15000.0,30316.82,-15316.82,161297
Anker的旅行日记,12000.0,27286.1,-15286.1,115072
谷的拉ki,13000.0,28282.82,-15282.82,123642
Peekaoo,15000.0,30282.01,-15282.01,124924
茶言茶娱,7000.0,22281.79,-15281.79,225368
煮土豆儿,18000.0,33273.17,-15273.17,234444
YIIN,6200.0,21469.51,-15269.51,155741
米牙记录中,3236.0,18498.5,-15262.5,101686
不知名米,18000.0,33262.35,-15262.35,263189
是洋梓的家🏠呀,13000.0,28260.58,-15260.58,121149
不要山,14400.0,29649.14,-15249.14,162461
海归硕士yue妈,14000.0,29248.7,-15248.7,150082
apuri,14000.0,29243.68,-15243.68,144717
猪猪Elaine,13000.0,28202.74,-15202.74,114689
泽泽欧巴,12695.0,27893.05,-15198.05,104360
也博学长,28000.0,43190.79,-15190.79,277672
阿淡,14000.0,29176.03,-15176.03,110702
Sophia King,13000.0,28165.42,-15165.42,116974
璐京,15000.0,30147.8,-15147.8,171618
旅行收集家HS,6000.0,21136.71,-15136.71,142091
波妞说剧,3000.0,18131.48,-15131.48,107898
小午,15000.0,30118.13,-15118.13,127863
~~~,3555.0,18660.43,-15105.43,124768
大雨在北京,15000.0,30090.84,-15090.84,177499
小贺Mario,13000.0,28078.13,-15078.13,111145
长腿姐姐Belle,12800.0,27877.16,-15077.16,105009
小张乖乖,15000.0,30076.16,-15076.16,127355
阿色,15000.0,30069.49,-15069.49,119535
留住雪山,15000.0,30040.1,-15040.1,122917
无聊的小韩,19000.0,34040.08,-15040.08,470963
雨七七,35000.0,50014.57,-15014.57,808714
Chloe,14000.0,29004.64,-15004.64,140210
屿宅sunny,16000.0,30994.01,-14994.01,198376
泡芙欧尼,34000.0,48985.29,-14985.29,770304
椰椰蜜桃卷,3000.0,17978.31,-14978.31,102508
藤井美帆,15000.0,29977.68,-14977.68,120232
小舒蔡蔡,15000.0,29968.76,-14968.76,138708
冉冉蔷薇,17000.0,31964.48,-14964.48,169000
牛斗,15000.0,29954.7,-14954.7,162831
小熊维妮,15000.0,29942.91,-14942.91,151830
Summer✨绘画版,3300.0,18242.17,-14942.17,109799
敏拉队长,18000.0,32924.97,-14924.97,234346
家居设计师11,13000.0,27918.46,-14918.46,104884
奈奈学姐,20000.0,34889.43,-14889.43,334082
粥吃吃,15900.0,30781.2,-14881.2,140749
Hiyunyu,18000.0,32880.2,-14880.2,262536
是家佳啊,27000.0,41865.65,-14865.65,245012
帅姐在日本,18000.0,32857.19,-14857.19,263778
林一蓝,17000.0,31842.24,-14842.24,230858
鹿川,3599.0,18434.19,-14835.19,110420
春山,16000.0,30823.49,-14823.49,137213
啾啾咪唷,13000.0,27796.38,-14796.38,120298
卡KA很OK,13000.0,27791.26,-14791.26,106901
白米饭,14400.0,29186.31,-14786.31,145445
Mrs.zhu 朱太太,16000.0,30782.77,-14782.77,140428
希希3,17900.0,32677.9,-14777.9,196663
许灿艺,14000.0,28772.46,-14772.46,114437
ᅠᅠᅠ,16300.0,31059.74,-14759.74,209716
柴郡猫郡主,15000.0,29756.36,-14756.36,156700
梁佳佳,13500.0,28250.42,-14750.42,111910
李芊芊,14000.0,28747.61,-14747.61,122480
張亞東,16300.0,31044.57,-14744.57,140087
刘鸿,16000.0,30742.12,-14742.12,126880
爱吃肉包的小怪兽,13800.0,28529.81,-14729.81,106530
小时黯,17000.0,31726.94,-14726.94,111409
小北爱吃肉,29800.0,44522.88,-14722.88,324811
Cilia-Cii,13000.0,27713.44,-14713.44,103935
主持人叶琼,18000.0,32711.66,-14711.66,262079
小妖三三,15000.0,29698.91,-14698.91,160602
周丸,15000.0,29696.64,-14696.64,127545
盐栗 (Yan Li),17127.0,31817.46,-14690.46,113249
藏弓U,15000.0,29689.31,-14689.31,114950
多肉桃桃脆啵啵,13000.0,27685.95,-14685.95,101289
Trinity 廖思惟,17200.0,31883.13,-14683.13,212164
泉泉泉泉_iro,5000.0,19648.74,-14648.74,123965
也美,14000.0,28644.1,-14644.1,137414
一条恶龙,3530.0,18174.0,-14644.0,101622
美美的小蕾蕾,18000.0,32639.36,-14639.36,257348
张暄若,18000.0,32639.08,-14639.08,204035
陈唯一only,17300.0,31925.05,-14625.05,234149
于锡明,30000.0,44623.94,-14623.94,545518
拔草仙女小雨,16200.0,30797.5,-14597.5,198452
Xueya_,14000.0,28588.23,-14588.23,124588
古芭比文,6000.0,20584.28,-14584.28,182331
李妍星座指南,18000.0,32567.67,-14567.67,195790
李点点,20000.0,34563.51,-14563.51,206632
蒙多不多,15000.0,29560.62,-14560.62,152282
洛小野,15000.0,29552.76,-14552.76,153345
叫我亦筝呀,14000.0,28546.63,-14546.63,122155
孔孔,20000.0,34542.82,-14542.82,149526
诗者小莹,20000.0,34542.31,-14542.31,201452
周白子,20000.0,34541.42,-14541.42,315124
我的北欧快乐生活,18000.0,32540.15,-14540.15,212936
郑还好,20000.0,34539.34,-14539.34,102237
blve,18000.0,32538.7,-14538.7,145830
琳琳_🌷,17000.0,31538.45,-14538.45,128728
梅食间,14453.0,28984.77,-14531.77,129032
周一菲,15000.0,29512.51,-14512.51,157457
JmXXin-,15000.0,29511.32,-14511.32,121350
Karena浅浅,16000.0,30505.27,-14505.27,188948
成分党yoyo,12000.0,26479.35,-14479.35,116146
Oreki丶,14500.0,28971.6,-14471.6,141483
童童INDULGE,20000.0,34458.85,-14458.85,286602
爱丽丝十七号,12000.0,26458.23,-14458.23,334176
爱生活的芙妹,16000.0,30457.9,-14457.9,182271
烧饼,16200.0,30653.08,-14453.08,164563
Cece美国英语课堂,20000.0,34445.49,-14445.49,313594
野生糯米崽Wild Nomi,16800.0,31244.31,-14444.31,152646
嘉心饼干,14000.0,28436.88,-14436.88,146376
林曦的小世界,17500.0,31923.22,-14423.22,219164
喵喵大旺,14000.0,28418.27,-14418.27,122388
杨大小姐Eva,40000.0,54414.32,-14414.32,943326
Pupu的小记,19000.0,33413.87,-14413.87,161487
零零,5000.0,19412.43,-14412.43,145872
陳小西西,14000.0,28407.31,-14407.31,117713
大刘,13941.0,28333.86,-14392.86,108097
知知,18000.0,32362.07,-14362.07,241441
小果姐,18830.0,33191.42,-14361.42,275241
黄艺幕后小团团,10193.0,24540.45,-14347.45,254599
三金sugar,16500.0,30844.86,-14344.86,190771
耶斯椰丝yes,15000.0,29342.29,-14342.29,101150
陆籽龄,15000.0,29337.1,-14337.1,147919
赵一凡,15000.0,29326.36,-14326.36,150730
Yuanywong,16800.0,31116.54,-14316.54,181789
酸甜小屁,16000.0,30305.24,-14305.24,191747
Yuxiii_,8500.0,22773.51,-14273.51,173163
MOSCOW,25000.0,39269.97,-14269.97,370714
板栗可可,15900.0,30165.83,-14265.83,154847
天才朱青大人,21000.0,35255.93,-14255.93,336499
奶油小欢,6500.0,20755.5,-14255.5,148927
桃心六六子,18000.0,32252.3,-14252.3,189279
琦琦育儿课堂,14000.0,28248.82,-14248.82,113160
哲哲Thales,16000.0,30226.89,-14226.89,167798
Caubyyyy,20000.0,34203.18,-14203.18,306904
雨仔爱臭美,20000.0,34164.95,-14164.95,303851
飞车手罗德,12000.0,26152.34,-14152.34,142315
冰酱,7500.0,21620.63,-14120.63,101055
生化硕士Emily说成分,14000.0,28118.06,-14118.06,113530
Luying,15000.0,29096.4,-14096.4,122541
施柏宇patrick,18000.0,32094.24,-14094.24,230204
林秋奈,17000.0,31092.17,-14092.17,115376
美晓,15000.0,29087.56,-14087.56,102872
大白兔奶糖🍼。,13600.0,27677.65,-14077.65,174819
Maggie的四口小家,15000.0,29064.83,-14064.83,143022
李小狼逛日本,15000.0,29064.68,-14064.68,107388
FishY1,15000.0,29055.46,-14055.46,143106
子乔朝鲜旅游,18000.0,32042.59,-14042.59,244309
徐大榴莲77吖,4000.0,18041.19,-14041.19,102835
是咯于咯,20000.0,34039.81,-14039.81,219470
橙橙科技宅,8900.0,22930.39,-14030.39,259495
bonbon cake,18800.0,32818.4,-14018.4,261957
Atuo_颜料,15000.0,29008.64,-14008.64,109282
爱在西元前,4000.0,18003.3,-14003.3,103276
Su.,15000.0,29001.95,-14001.95,138733
酷盖小白,18000.0,31998.77,-13998.77,233029
娱你星动,16000.0,29991.32,-13991.32,161550
怎么天天犯困,4800.0,18789.22,-13989.22,125654
娜达韩,21000.0,34980.73,-13980.73,273600
素歪歪也素提里亚,14000.0,27976.75,-13976.75,107618
海归辣妈Jane三小只（哺乳期）,14000.0,27974.43,-13974.43,101271
高级营养师Anna,16000.0,29972.51,-13972.51,176382
生化危机手工,15000.0,28970.55,-13970.55,415990
卷卷芹菜,18000.0,31952.19,-13952.19,238038
小羊爱吃鱼,14000.0,27949.19,-13949.19,107459
mnana,20000.0,33937.9,-13937.9,233006
阿梨日记(养发手作),4682.0,18618.12,-13936.12,123212
新姐文化传媒,16500.0,30434.14,-13934.14,211543
梦想老了当吃播,18000.0,31933.97,-13933.97,217551
娱乐圈扒叔,4600.0,18533.3,-13933.3,120658
桑禹涵,20000.0,33929.61,-13929.61,211232
cocochancoco,14000.0,27927.77,-13927.77,105003
马二娃,15040.0,28956.96,-13916.96,117722
高兴,16000.0,29914.99,-13914.99,132246
鹿柯珂-,16000.0,29905.38,-13905.38,129168
任子威,17800.0,31703.87,-13903.87,228644
肖要自在,16256.0,30153.19,-13897.19,155882
Yolanda秋琦,18377.0,32266.18,-13889.18,152998
饱崽饭,15000.0,28880.21,-13880.21,138128
秋陽邑禾,15000.0,28870.79,-13870.79,123522
手绘思考者,17100.0,30966.88,-13866.88,203265
从轻的潇洒,20000.0,33866.1,-13866.1,288303
言子早点睡,6000.0,19853.38,-13853.38,158473
是小懒耶,5000.0,18853.03,-13853.03,109623
黄天麒,15532.0,29384.78,-13852.78,149166
Lee Sun,18600.0,32450.93,-13850.93,176398
ItsBonnyBonny,18000.0,31847.26,-13847.26,122601
叁叁-3,16800.0,30641.35,-13841.35,133624
海归辣妈Cynthia （营养师版）,15000.0,28833.95,-13833.95,155907
鸟木,18000.0,31832.56,-13832.56,239231
pan.,15000.0,28823.11,-13823.11,133709
Dan欧尼,14000.0,27822.63,-13822.63,109185
歪零七七,20000.0,33813.65,-13813.65,274984
发呆的小卡,17000.0,30812.26,-13812.26,198281
美栗子🌰（记录小姨日常）,16808.0,30603.21,-13795.21,159175
一颗卤蛋i,20000.0,33782.9,-13782.9,295253
Goodluck艺文,30000.0,43782.62,-13782.62,619002
阿夫Ashraf,21000.0,34774.91,-13774.91,316332
zzz力心,15000.0,28763.19,-13763.19,118464
雨粒酱子,6000.0,19752.63,-13752.63,149514
王小牙牙,18000.0,31749.39,-13749.39,216048
梦梦Cecilia,8000.0,21746.66,-13746.66,223121
松司司,15000.0,28745.01,-13745.01,131477
丸丸丸妹吃不够,4547.0,18285.71,-13738.71,112058
瑶小仙yoyo,15000.0,28734.58,-13734.58,131944
学心理的含含妈,15000.0,28721.07,-13721.07,152218
Laura大表姐,14800.0,28514.88,-13714.88,127644
快乐的小呱呱,14800.0,28503.79,-13703.79,124901
自在的Q,20000.0,33696.41,-13696.41,147795
海归硕士candy,15000.0,28682.23,-13682.23,118140
李北枳,20000.0,33682.06,-13682.06,287727
UMI米米小姐 🎈,30000.0,43676.11,-13676.11,501949
盖尔加朵 Gal Gadot,18100.0,31774.42,-13674.42,232186
小猫咪Ano阿诺,17500.0,31168.11,-13668.11,367492
葵的精神世界,50000.0,63667.46,-13667.46,1185357
Twelve,14000.0,27658.0,-13658.0,101069
倪珂欣,18900.0,32553.8,-13653.8,174324
彬彬有鲤-,8000.0,21647.91,-13647.91,153898
Moon baby,15000.0,28624.38,-13624.38,128866
Zhouzhou9999,16678.0,30292.75,-13614.75,116237
limoon,19000.0,32608.93,-13608.93,228424
哈欠戴戴,15000.0,28606.57,-13606.57,108011
Geo、小治,15000.0,28601.79,-13601.79,112372
由由之之,15000.0,28592.8,-13592.8,126451
夏瑞Sherry,17000.0,30591.81,-13591.81,152938
八两小面,18000.0,31570.92,-13570.92,154970
姜妮妮er,9300.0,22860.84,-13560.84,135623
齐鲁频道,21700.0,35260.74,-13560.74,343561
眠眠拆卡,17400.0,30960.4,-13560.4,222535
杏子，杏子,20000.0,33555.1,-13555.1,282345
王抽象,5000.0,18532.09,-13532.09,120398
hello靓靓,15000.0,28518.18,-13518.18,118414
SweetKing_,16000.0,29510.83,-13510.83,151171
靠谱。,20000.0,33507.4,-13507.4,247354
薏乔喝可乐,16000.0,29499.94,-13499.94,136968
GG吉晨曦✨,26000.0,39497.92,-13497.92,267976
SabrinaE,16000.0,29494.41,-13494.41,155896
李艺（变脸耍牙）,10000.0,23479.74,-13479.74,269134
哈喽哈喽杰西卡,17000.0,30479.04,-13479.04,174472
Suzy美钰,15000.0,28475.16,-13475.16,137227
齐徊徊徊,8303.0,21775.17,-13472.17,160612
姜姜_Turbo,16000.0,29439.58,-13439.58,106627
dog有趣,15000.0,28433.14,-13433.14,122092
海边diu石子,8500.0,21931.07,-13431.07,190485
大森子,27000.0,40425.82,-13425.82,373508
福福,15000.0,28420.15,-13420.15,110082
ps,7344.0,20761.49,-13417.49,108831
칼레스_kaless（停更版,9100.0,22510.16,-13410.16,117658
十月聊家装,15000.0,28409.42,-13409.42,120793
小伶的日常,18400.0,31806.53,-13406.53,237132
黑不溜秋,15900.0,29292.46,-13392.46,116058
李糯米,15000.0,28390.01,-13390.01,117140
赵氏有秀兰,18700.0,32084.23,-13384.23,239673
范彬彬_,15000.0,28368.5,-13368.5,427429
ZHIZHI,18000.0,31350.47,-13350.47,175737
MiuMiukoi,15000.0,28347.96,-13347.96,119861
晨曦V一Chenxi,5000.0,18345.09,-13345.09,114715
傅立青,16000.0,29322.2,-13322.2,176200
半颗汤圆,6000.0,19316.42,-13316.42,145117
三一,13500.0,26812.79,-13312.79,198679
李忆,18800.0,32110.27,-13310.27,243351
大呲花,20000.0,33309.1,-13309.1,276137
女子敢死队～郭教官,15976.0,29271.96,-13295.96,145560
安伯斯与提妮,23000.0,36293.64,-13293.64,227302
张炉尹,15900.0,29193.4,-13293.4,114990
小蛙爱Q宝,25000.0,38276.15,-13276.15,437613
款爷辣妈育儿经,14500.0,27774.19,-13274.19,103572
Lea-丽雅在中国,19999.0,33272.33,-13273.33,251189
HappyL,18900.0,32169.62,-13269.62,242274
阿乐不会拉花,28500.0,41756.59,-13256.59,450456
草匠匠匠匠,20000.0,33254.23,-13254.23,208669
Ada家居（软装中）,15000.0,28253.07,-13253.07,116401
三月罐头咩,7000.0,20250.09,-13250.09,114518
h77,24300.0,37548.08,-13248.08,101022
许先尔Angela,15000.0,28231.41,-13231.41,134052
宇航的航,8000.0,21221.54,-13221.54,103887
卢雅熙coco,20000.0,33206.1,-13206.1,247069
不是吧文艺,25000.0,38205.74,-13205.74,410206
梁晓晴,18000.0,31202.96,-13202.96,207773
SHAN单,17000.0,30202.29,-13202.29,164110
callmelisaa,20000.0,33186.08,-13186.08,273754
鹿北（求自己别吃了）,7500.0,20682.88,-13182.88,149633
Rachel容容,19800.0,32973.84,-13173.84,261695
阿晚爱护肤,16000.0,29171.58,-13171.58,144491
包上恩,50000.0,63148.01,-13148.01,1080681
小野鹿子,20000.0,33129.4,-13129.4,273571
Aiaih可儿の琼琼宝贝🌷,18900.0,32025.3,-13125.3,241725
文力米娜夫妇,15000.0,28125.14,-13125.14,111952
企企小窝,6000.0,19122.52,-13122.52,105109
小沈点心,5000.0,18116.84,-13116.84,106553
家有恶犬小白,15000.0,28105.48,-13105.48,125284
扭扭,15000.0,28076.48,-13076.48,103113
珊野葵葵酱,30000.0,43072.89,-13072.89,517909
热月是我,25000.0,38056.65,-13056.65,403059
精神怪咖,5500.0,18514.9,-13014.9,115117
小小星的生活日记,20000.0,33005.55,-13005.55,217220
Saraaaaa,16000.0,28976.21,-12976.21,103657
篱笆,18200.0,31175.93,-12975.93,204870
花梨Gloria,16000.0,28972.24,-12972.24,140112
穆儿mur,19000.0,31969.63,-12969.63,236168
鹿朝,15000.0,27969.01,-12969.01,106810
JOSH&MAY,20000.0,32952.37,-12952.37,228215
奶糖白大兔,15000.0,27950.09,-12950.09,110272
蕾蕾蕾蕾儿,14800.0,27747.14,-12947.14,103054
外卖江湖,6000.0,18946.45,-12946.45,109972
苏茜&奶糖de家,15000.0,27920.99,-12920.99,152291
茜茜子ing,25000.0,37917.79,-12917.79,393679
奇迹妙妙💖,20000.0,32911.78,-12911.78,229043
WW,15000.0,27907.1,-12907.1,107818
钢牙哥,15000.0,27891.76,-12891.76,107501
weiwei蔷薇,17000.0,29891.51,-12891.51,169327
鱼tongtong,15000.0,27890.08,-12890.08,105063
Julia与小橙子,17000.0,29887.47,-12887.47,107767
小山词,15000.0,27886.81,-12886.81,103868
元气妈咪Yori(海归版),16000.0,28880.94,-12880.94,133290
龍可爱～Luna,38000.0,50873.85,-12873.85,655748
白桃,8000.0,20871.86,-12871.86,120137
漩涡茗人,8800.0,21669.31,-12869.31,112861
易雯雯,22000.0,34866.99,-12866.99,331753
黑脸V,20000.0,32866.07,-12866.07,263478
战斗民族的帅哥大伟,32147.0,45012.32,-12865.32,273187
育儿甜宝麻麻呀,16000.0,28860.45,-12860.45,161280
陶某银.,18700.0,31549.48,-12849.48,194956
葛多多不多,30000.0,42842.44,-12842.44,221149
辣可小鱼🐟,15000.0,27841.21,-12841.21,103333
云端少女在三亚,20000.0,32816.6,-12816.6,268036
艾达_Edda,15000.0,27816.32,-12816.32,102634
东方不败,18200.0,31011.58,-12811.58,190807
巧克力潘潘,18000.0,30801.22,-12801.22,203473
橘子的橘汁橘皮,20000.0,32748.62,-12748.62,261831
再吃一碗饭,15000.0,27745.82,-12745.82,101115
于祥宇祥子的祥,20000.0,32742.37,-12742.37,198926
Fun1,16000.0,28737.95,-12737.95,100648
卷卷变直直,7500.0,20229.83,-12729.83,170567
花碎花,25500.0,38220.95,-12720.95,348934
冬宝来了,16000.0,28720.22,-12720.22,131915
无敌小羊历险记,20000.0,32712.75,-12712.75,182103
阿ou,20000.0,32703.55,-12703.55,253202
小小小甜书,18000.0,30682.68,-12682.68,189524
月如雪,9000.0,21677.92,-12677.92,201122
陈紫haha,18000.0,30645.53,-12645.53,161045
薛薛爱发呆,8000.0,20622.54,-12622.54,155367
Miss楠哥💕,16000.0,28614.02,-12614.02,128541
洛上青川,23320.0,35918.11,-12598.11,291427
符离K,10000.0,22590.25,-12590.25,100433
漫画芋,28000.0,40580.89,-12580.89,179834
士多北梨,16000.0,28566.77,-12566.77,126387
糖小宅🍬Life,15000.0,27564.25,-12564.25,102077
江易折,13592.0,26155.64,-12563.64,181667
iami,17000.0,29559.61,-12559.61,159729
抹鸣,17000.0,29554.51,-12554.51,157005
万万Dolly,15000.0,27540.38,-12540.38,401100
越心Nami,40000.0,52539.89,-12539.89,825498
夏天妈妈,22000.0,34538.25,-12538.25,316542
凌UU呀,17800.0,30337.97,-12537.97,183630
月亮落袋里了,15800.0,28335.6,-12535.6,120036
范范fong,17000.0,29499.49,-12499.49,158520
瑞RRea,5500.0,17993.65,-12493.65,103454
李目染Suel（跨国创业版）,16314.0,28789.76,-12475.76,131733
一只婶儿,20000.0,32472.57,-12472.57,240045
磊个故事,20000.0,32458.69,-12458.69,125376
哈啤卷汁,14800.0,27257.05,-12457.05,106926
M.S.化工硕士Lily,18000.0,30436.47,-12436.47,186843
折耳根公主,20000.0,32433.95,-12433.95,221347
VLOG薯,35700.0,48132.05,-12432.05,438167
Ella三黑,18000.0,30424.02,-12424.02,187308
千雅折一湖,18000.0,30423.79,-12423.79,163987
中奎画话,20000.0,32401.07,-12401.07,249407
Xx1yuu,22000.0,34395.57,-12395.57,260935
911,10000.0,22387.8,-12387.8,153295
小白不怕,24000.0,36377.31,-12377.31,380731
iyann,6500.0,18870.98,-12370.98,104050
某幻君,7800.0,20157.53,-12357.53,101215
八斗.,16500.0,28819.84,-12319.84,126129
Mmzzzz,19000.0,31315.33,-12315.33,211296
nidaaa,17000.0,29294.0,-12294.0,111896
小玥玥,9000.0,21292.38,-12292.38,148526
谢不让,16000.0,28280.17,-12280.17,120798
curisasa,20000.0,32270.92,-12270.92,249519
宅妮酱,18000.0,30266.31,-12266.31,182374
不马虎学姐,18000.0,30252.41,-12252.41,177220
Sweetie甜橋,20000.0,32235.71,-12235.71,207992
语儿&哥哥,21700.0,33911.6,-12211.6,290505
甘子七,21200.0,33401.65,-12201.65,282963
我吃过饭了,18000.0,30200.24,-12200.24,159159
小尤同学🥑,16000.0,28199.28,-12199.28,118574
脾气超好的胖虎,19000.0,31197.16,-12197.16,206881
nene阿（小声睡觉版,7600.0,19793.02,-12193.02,151152
李狗蛋vlog,35000.0,47187.81,-12187.81,472887
崔暴尼,20000.0,32183.48,-12183.48,224135
君茹,20000.0,32156.43,-12156.43,231931
天乐maj7,10000.0,22129.62,-12129.62,103553
谢知初,20000.0,32123.87,-12123.87,242028
鸽鸽是个设计师,17000.0,29113.92,-12113.92,136376
张炯敏,20000.0,32110.62,-12110.62,194646
鱼头侠,21700.0,33809.08,-12109.08,297479
Sanlidistant,20000.0,32095.89,-12095.89,228018
hilda,16000.0,28084.17,-12084.17,111231
纪姿含,16800.0,28882.32,-12082.32,108405
晴大个儿,18000.0,30057.41,-12057.41,131210
echoeso-,22000.0,34051.41,-12051.41,285569
风景旅行家,16901.0,28936.64,-12035.64,148387
周一围,22900.0,34926.17,-12026.17,182287
絕色,7000.0,19012.77,-12012.77,110310
画画旳北北,19800.0,31812.51,-12012.51,228577
天嘉✨,18000.0,30001.27,-12001.27,199961
林夏夏,16000.0,28000.42,-12000.42,127572
libracc,19500.0,31479.58,-11979.58,201859
多鱼不多余,6200.0,18167.3,-11967.3,107962
混饭达人,12705.0,24653.84,-11948.84,118814
待安娜,20000.0,31947.84,-11947.84,193590
KiKidoudou,20000.0,31944.76,-11944.76,152931
UU球,9000.0,20929.72,-11929.72,135670
软糖姐姐,15000.0,26919.48,-11919.48,111403
七大咕,20000.0,31909.94,-11909.94,222087
雏田敲甜,28000.0,39902.63,-11902.63,492797
苏小果Alice,16000.0,27892.2,-11892.2,105753
明泽,28000.0,39890.87,-11890.87,272975
郑想吃糖,31651.0,43512.15,-11861.15,508940
肉脸小谢,26000.0,37829.0,-11829.0,407993
是丸子啊,40000.0,51812.97,-11812.97,862785
LUNA爱护肤🍊,19800.0,31585.12,-11785.12,216443
一点儿小儿,20000.0,31779.58,-11779.58,168355
可可甜心🎯,6500.0,18279.13,-11779.13,111891
郑白白呀（月子中）,20000.0,31768.24,-11768.24,230512
徐十七嘛,18000.0,29756.82,-11756.82,165901
半条枪,10000.0,21743.08,-11743.08,165897
知禾,24452.0,36189.37,-11737.37,368831
聆南难,20000.0,31730.15,-11730.15,108343
就叫张一一,18000.0,29720.23,-11720.23,125206
小猪瑞瑞,12000.0,23704.94,-11704.94,196927
李奶奶Lee,47500.0,59190.19,-11690.19,1096264
桥本茶,28000.0,39688.6,-11688.6,387225
柯基吃烤鱼_,55000.0,66687.02,-11687.02,1203415
危也马拉公主,18000.0,29674.86,-11674.86,121497
Anna,20000.0,31660.39,-11660.39,200235
朝鲜旅游小金哥,7700.0,19343.09,-11643.09,106142
建筑师高志强,18000.0,29642.87,-11642.87,205026
草莓味的桃🍓,18000.0,29626.71,-11626.71,163353
兮妹Xmer,16960.0,28585.61,-11625.61,119722
黑皮公主,10000.0,21580.28,-11580.28,101586
李允在,25000.0,36580.27,-11580.27,382385
吴拿拿,19000.0,30578.58,-11578.58,138564
oddhws_刘雨露,20000.0,31566.53,-11566.53,108053
凯蒂baby,18000.0,29548.02,-11548.02,153232
Agoni,6400.0,17931.32,-11531.32,101531
熊磊LEE,18000.0,29528.03,-11528.03,126206
陳创-,20000.0,31495.21,-11495.21,132178
林夕学姐,25000.0,36494.81,-11494.81,385269
_青橘儿,17419.0,28911.42,-11492.42,105776
一希君,18000.0,29490.11,-11490.11,120243
周姐的粥,7500.0,18986.57,-11486.57,134273
卷卷kitkit,16500.0,27981.22,-11481.22,107899
余潮洋,26013.0,37476.4,-11463.4,403559
明慧宝贝啊,18000.0,29453.46,-11453.46,155545
开心胡萝卜🥕,7000.0,18443.61,-11443.61,116128
梦琪旅行,6700.0,18140.33,-11440.33,101698
熙悦是懂成分的,10000.0,21437.33,-11437.33,212146
球大王,19080.0,30512.2,-11432.2,127234
南京大学,8800.0,20218.14,-11418.14,139164
硕士辣妈也也oni,22000.0,33415.78,-11415.78,217147
老谢的穿搭日记,20000.0,31391.84,-11391.84,219540
小元来了噢,19500.0,30863.9,-11363.9,204323
昕桐吖,30000.0,41361.63,-11361.63,218808
瑞熙,18000.0,29360.5,-11360.5,152933
CL_李彩麟,17900.0,29259.36,-11359.36,144604
一枝甜梨,20000.0,31356.14,-11356.14,201454
贝拉公主的日常,20000.0,31354.33,-11354.33,130742
甜甜小赵,7800.0,19142.34,-11342.34,108605
许浩晨,18000.0,29330.29,-11330.29,154888
一只眠羊🐏,19000.0,30329.76,-11329.76,186514
芝士奶酪海底捞,22000.0,33326.28,-11326.28,205488
王大大的家,18000.0,29319.46,-11319.46,162076
小软猫🎀,10000.0,21299.75,-11299.75,208481
下辈子做狠人,6900.0,18193.94,-11293.94,109882
