达人名称,综合价值分,粉丝数,认证类型,视频笔记报价,视频CPE,互动成本指数,粉丝质量指数,内容吸引力指数,省份
黄姐夫在德国,6.71,167798,腰部达人,20000.0,0.0,0.001771717154589004,0.4,0.00415,德国
酱小酱吖.,6.7,410558,腰部达人,80000.0,14.08,0.002130396712580879,0.4,0.0016576923076923077,福建
黑脸V,6.7,263478,腰部达人,20000.0,0.0,0.001771717154589004,0.4,0.003753846153846154,广东
小草草呀,6.7,277431,腰部达人,42000.0,0.0,0.001771717154589004,0.37041654,0.0483,中国
jiujiujiu,6.7,172750,腰部达人,20000.0,8.73,0.0034361413843074545,0.39154112999999996,0.006253846153846153,中国
小小星的生活日记,6.7,217220,腰部达人,20000.0,2.85,0.010526033082625993,0.36839550000000004,0.0029769230769230767,河南
Yvonne Du,6.7,660977,头部达人,115000.0,41.32,0.0007257551513497638,0.40257335,0.005738461538461539,上海
王中王火腿肠,6.7,222031,腰部达人,25000.0,5.91,0.005075857867939086,0.38864000000000004,0.0018115384615384617,浙江
Tinac：）,6.7,402740,腰部达人,60000.0,8.7,0.003447991132923575,0.39389399999999997,0.0028115384615384617,澳大利亚
lola偏不跑,6.7,100273,腰部达人,8000.0,31.14,0.0009631056976888836,0.40035857999999996,0.007492307692307691,中国
imyuuu,6.7,331679,腰部达人,42000.0,36.03,0.0008323539906404526,0.3958848,0.015226923076923079,四川
娱乐侠女玉娇龙,6.7,130090,腰部达人,12000.0,1.45,0.020689375369378184,0.33671259,0.003915384615384616,中国
晴崽,6.7,110435,腰部达人,20800.0,31.57,0.0009499838000903983,0.4,0.008961538461538462,中国
双棒的快乐食间,6.7,127476,腰部达人,8000.0,0.0,0.001771717154589004,0.4,0.0031846153846153847,中国
听风入夏,6.69,198959,腰部达人,30000.0,50.0,0.0005997144570612734,0.400311,0.00948076923076923,中国
我就翻一下,6.69,355555,腰部达人,30000.0,4.73,0.006342210812362255,0.382862,0.002757692307692308,中国
余潮洋,6.69,403559,腰部达人,26013.0,36.03,0.0008323539906404526,0.4,0.008361538461538462,江苏
杨雪,6.69,294397,明星,70000.0,5.82,0.005154354933644855,0.3857014,0.005119230769230769,江苏
眠zzz,6.69,269954,腰部达人,35000.0,12.8,0.0023434649552757014,0.39011427,0.014346153846153845,中国
小舒蔡蔡,6.69,138708,腰部达人,15000.0,0.0,0.001771717154589004,0.39003602000000004,0.017919230769230767,广东
yuki77酱,6.69,112789,腰部达人,12000.0,4.53,0.006622232734072171,0.37995441,0.00555,广东
鸽鸽是个设计师,6.69,136376,腰部达人,17000.0,0.0,0.001771717154589004,0.38070846,0.03154615384615385,中国
小草拌豆腐,6.69,182782,腰部达人,10000.0,54.5,0.0005501731585029469,0.4,0.01033846153846154,河北
盲人博士生-黄莺,6.69,306624,腰部达人,38000.0,5.41,0.005545002376470179,0.38617446,0.002223076923076923,湖北
香菜排雷挖掘机,6.69,656570,头部达人,,0.0,0.001771717154589004,0.38378375000000003,0.026949999999999998,广东
夏去病📷,6.68,114102,腰部达人,12233.0,39.59,0.0007574816150449041,0.4,0.007942307692307691,浙江
七月的夏天,6.68,105621,腰部达人,8200.0,0.0,0.001771717154589004,0.3573045,0.0659346153846154,中国
大彬在乡村,6.68,127495,腰部达人,8500.0,390.8,7.647991657285522e-05,0.397449,0.015880769230769233,四川
lili滴哩,6.68,101792,腰部达人,5200.0,0.0,0.001771717154589004,0.4,0.0022192307692307693,中国
Helloisxinnn,6.68,113119,腰部达人,25000.0,64.33,0.0004660598253719818,0.39742574,0.013115384615384614,中国
Nora佐佐,6.68,161062,腰部达人,15000.0,0.0,0.001771717154589004,0.39615610000000007,0.007634615384615385,中国
LB视界,6.68,105876,腰部达人,20000.0,8.64,0.0034719374999186503,0.3752595,0.029384615384615384,江苏
哈喽三三,6.68,697476,头部达人,10000.0,2.35,0.01276567537985862,0.359924,0.0033346153846153847,四川
邱启明,6.68,813759,头部达人,80000.0,599.25,4.977687815902937e-05,0.4,0.01231923076923077,中国
纪姿含,6.68,108405,明星,16800.0,8.39,0.0035754006469474347,0.39023272000000003,0.006080769230769231,北京
可乐🌵,6.68,119272,腰部达人,13800.0,10.89,0.0027545360093636923,0.39244458,0.007676923076923077,中国
喜欢庄欢喜,6.68,255229,腰部达人,40000.0,13.42,0.002235184372922595,0.3964625,0.0046500000000000005,浙江
建康啊,6.67,108538,腰部达人,34000.0,38.13,0.0007864965717965925,0.40075320000000003,0.0052346153846153844,四川
栗子熟了,6.67,1023247,头部达人,98000.0,53.1,0.0005646861984656288,0.3976536,0.011669230769230769,山东
Celia水母酱,6.67,103134,腰部达人,8832.0,52.74,0.0005685426620344547,0.4,0.007715384615384615,中国
王子明Zimi,6.67,193475,腰部达人,3800.0,3.78,0.007936224489714936,0.37266047999999996,0.007842307692307692,中国
王秋怡秋秋,6.67,112948,腰部达人,45000.0,59.39,0.0005048499746616313,0.40252943999999996,0.004319230769230769,上海
次蓝,6.67,272643,腰部达人,18000.0,8.98,0.003340472478442343,0.39360984000000004,0.0015615384615384614,中国
小马了了,6.66,120860,腰部达人,8500.0,0.0,0.001771717154589004,0.4,0.0,北京
bhans,6.66,213125,腰部达人,28000.0,3.06,0.009803638655381353,0.36745456,0.004723076923076923,湖南
Ginny_欣,6.66,183554,腰部达人,24000.0,0.0,0.001771717154589004,0.4,0.0,中国
演员王子奇,6.66,313500,明星,70000.0,0.0,0.001771717154589004,0.39461729999999995,0.008334615384615385,云南
逍飞,6.66,351157,腰部达人,90000.0,61.2,0.000489910504120088,0.40020978,0.007615384615384616,浙江
钟芳钰,6.66,134658,腰部达人,19000.0,15.83,0.0018948506451671456,0.39481959,0.007492307692307692,广东
JennyQ,6.66,101162,腰部达人,8700.0,140.32,0.00021351138206531425,0.4,0.009115384615384615,中国
小包子心,6.66,227687,腰部达人,50000.0,24.32,0.0012332672696553101,0.39687244,0.007615384615384616,United
Grace小姐姐,6.66,217414,腰部达人,35000.0,25.04,0.0011977976950348502,0.3939792,0.012849999999999999,Australia
ZHIZHI,6.66,175737,腰部达人,18000.0,14.74,0.002034993021822003,0.3950551,0.005684615384615384,浙江
思雨和姐姐Eve,6.66,530481,头部达人,58600.0,2.67,0.011235672552086219,0.3632827,0.0036461538461538467,意大利
了不起的苹果麻麻,6.66,136484,腰部达人,12000.0,3.63,0.008264179456825772,0.36968013,0.009842307692307694,江苏
数码皮卡球,6.66,805559,头部达人,65000.0,3.5,0.008571145306041516,0.35514075,0.02996923076923077,四川
丸冰冰,6.66,103452,腰部达人,8800.0,38.21,0.0007848492914277595,0.38995072000000003,0.020526923076923075,中国
8uioio,6.66,212862,腰部达人,12599.0,78.74,0.00038071515649156873,0.40362139999999996,0.003215384615384615,广东
吾笑笑,6.66,218604,腰部达人,52850.0,90.03,0.0003329366400859577,0.399785,0.008769230769230769,中国
英子同学,6.65,377009,腰部达人,75000.0,28.25,0.0010616614917010078,0.38779268,0.021773076923076926,中国
吃很多星,6.65,522073,头部达人,26000.0,61.29,0.0004891906858844236,0.3949816,0.014684615384615386,中国
知竹zZ,6.65,502037,头部达人,98000.0,0.0,0.001771717154589004,0.39620186,0.005065384615384615,中国
申世伦,6.65,350709,腰部达人,28000.0,29.6,0.0010132280887215387,0.4,0.004057692307692307,北京
TOROON,6.65,448740,腰部达人,80000.0,41.54,0.0007219099662159708,0.39812300000000006,0.008326923076923077,浙江
林杏仁,6.65,174336,腰部达人,12000.0,4.55,0.006593122762870239,0.37529445,0.009319230769230769,中国
張震嶽,6.65,1016077,明星,50000.0,8.86,0.0033857197677354773,0.38869896000000004,0.0070846153846153845,中国
清蒸机械臂,6.65,299893,腰部达人,8500.0,2.61,0.01149397044326906,0.36280796,0.0024653846153846154,天津
易梦玲,6.65,4553996,明星,150000.0,4.1,0.007316789546957292,0.37693188,0.0028115384615384617,中国
牛油果会辉,6.65,108077,腰部达人,8000.0,15.66,0.0019154236452387208,0.39624524000000005,0.004023076923076923,中国
judy黄,6.65,132996,腰部达人,60000.0,10.52,0.0028514261270234345,0.39341751999999997,0.0023653846153846156,中国
东南VIP,6.65,136832,腰部达人,5200.0,0.0,0.001771717154589004,0.3864531,0.019638461538461535,四川
张一鸟,6.65,168918,腰部达人,25000.0,2.28,0.01315761278187433,0.35720435999999994,0.002642307692307692,宁夏
青争菜心,6.65,211167,腰部达人,35000.0,26.03,0.0011522309422377633,0.39834427,0.005246153846153846,上海
爱化妆的空空欧尼,6.65,526304,头部达人,35000.0,3.23,0.009287642635920895,0.36966223,0.003630769230769231,江苏
素颜小游숭석씨,6.65,197999,腰部达人,30000.0,0.0,0.001771717154589004,0.36844032,0.04613846153846154,冰岛
hello先生🍀新起航,6.65,131043,腰部达人,22100.0,7.07,0.004242996969003376,0.38492055,0.007584615384615385,赞比亚
火火火火在意大利,6.65,173251,腰部达人,22000.0,7.3,0.0041093045008971756,0.38671061,0.005423076923076923,意大利
白蒽,6.65,106587,腰部达人,2000.0,3.39,0.008849274336202275,0.36401513999999996,0.014126923076923075,马来西亚
退休少女更年七,6.64,137074,腰部达人,25000.0,9.76,0.003073485655656323,0.37933434,0.021934615384615386,北京
Roubao_,6.64,103301,腰部达人,20000.0,18.81,0.0015946110730558865,0.3977575,0.0030576923076923077,韩国
-珵YUER,6.64,130902,腰部达人,26000.0,10.46,0.002867783938733133,0.38702911,0.011526923076923075,浙江
我是代福猪宝,6.64,443125,腰部达人,42000.0,3.72,0.008064232718813034,0.37359938,0.002865384615384615,中国
大昂喔喔,6.64,145735,腰部达人,13000.0,29.61,0.0010128858010474125,0.39864439999999995,0.004357692307692307,中国
子瓜的糖,6.64,125208,腰部达人,9800.0,20.33,0.0014753664534354579,0.3959963,0.005715384615384614,浙江
孔汝淳April,6.64,182509,腰部达人,40000.0,13.18,0.0022758909602480564,0.39322835999999994,0.005303846153846154,中国
shoeding小心心,6.64,252027,腰部达人,40000.0,10.76,0.00278781917145338,0.392,0.004153846153846155,广东
一只哇塞,6.64,168205,腰部达人,27800.0,154.02,0.00019449423999852122,0.4,0.007515384615384615,中国
黄羿,6.64,196976,明星,50000.0,4.95,0.006060322077840939,0.38022404,0.0035115384615384613,中国
不差钱男孩,6.64,244617,腰部达人,30000.0,0.0,0.001771717154589004,0.36328711999999996,0.05321923076923077,中国
张炯敏,6.63,194646,明星,20000.0,4.78,0.006275866706434121,0.37852386,0.0046,浙江
野儿妹妹,6.63,157763,腰部达人,15000.0,18.92,0.0015853384173150535,0.39673319,0.003603846153846154,中国
林曦的小世界,6.63,219164,腰部达人,17500.0,22.4,0.001339000382571538,0.39227034000000005,0.01113076923076923,北京
周敷衍,6.63,101596,腰部达人,9000.0,4.24,0.007075188005309779,0.3760839,0.003957692307692308,中国
喵喵喵～,6.63,100336,腰部达人,11000.0,17.34,0.0017298185861765413,0.3917922,0.009988461538461538,河南
桃桃不在乎,6.63,138629,腰部达人,19744.0,2.38,0.01260475990388098,0.35752794,0.0032769230769230774,河北
31yeah,6.63,146095,腰部达人,9500.0,0.0,0.001771717154589004,0.37259884,0.038461538461538464,广东
三多同学,6.63,1461949,头部达人,98800.0,22.36,0.001341396243210069,0.38621703999999996,0.02081923076923077,奥地利
Saraaaaa,6.62,103657,腰部达人,16000.0,20.71,0.0014482902668702686,0.3967211,0.0033499999999999997,浙江
張想想Arisa-aa,6.62,283800,腰部达人,50000.0,34.74,0.0008632723907400513,0.39827229999999997,0.004507692307692308,浙江
倪珂欣,6.62,174324,明星,18900.0,10.48,0.00286231052336462,0.3910368,0.0033153846153846154,中國
战国公主cc,6.62,109582,腰部达人,35000.0,37.03,0.0008098684463518272,0.4,0.0025307692307692305,意大利
大力说设计,6.62,106475,腰部达人,3000.0,0.0,0.001771717154589004,0.37892064000000003,0.027692307692307697,北京
Geo、小治,6.62,112372,腰部达人,15000.0,34.62,0.0008662656597352244,0.39861972,0.0036115384615384616,中国
李太白,6.62,100495,腰部达人,26000.0,26.6,0.0011275341567390823,0.396132,0.006126923076923077,浙江
闵大星,6.62,446423,腰部达人,30000.0,4.97,0.006035933314089598,0.37308248000000005,0.01294230769230769,中国
一个一方,6.62,155754,腰部达人,30000.0,305.73,9.784011094070595e-05,0.4,0.006157692307692308,山东
黄桃born,6.62,270093,腰部达人,15000.0,0.0,0.001771717154589004,0.38983941,0.011642307692307691,浙江
奶油梨梨,6.62,134307,腰部达人,9999.0,5.37,0.005586308060573252,0.38134368,0.0032653846153846153,中国
乌米白,6.62,166385,腰部达人,28000.0,13.01,0.0023056334686788497,0.39326954000000003,0.0036346153846153846,United
PMPM偏偏,6.62,140458,企业机构号,9500.0,15.55,0.0019289752870108535,0.38609699999999997,0.016776923076923078,上海
熊磊LEE,6.62,126206,腰部达人,18000.0,32.64,0.0009188321952965935,0.39209751,0.013338461538461539,北京
陈耐心,6.61,569453,头部达人,37000.0,21.41,0.0014009290717807623,0.39203406,0.009242307692307692,Zhejiang
NN王,6.61,578312,头部达人,55000.0,5.09,0.00589362559632637,0.37832292,0.004738461538461538,韓國
阿航在这,6.61,226780,腰部达人,16000.0,67.51,0.0004440930231742175,0.4,0.003353846153846154,中国
A深呼吸健身训练营,6.61,161736,企业机构号,10200.0,1040.82,2.8537721549940387e-05,0.4,0.005496153846153846,中国
八两银子,6.61,627527,头部达人,45000.0,6.55,0.0045798682660038005,0.38152818,0.007657692307692308,中国
陶四七-,6.61,803046,头部达人,75000.0,20.92,0.001433749112182893,0.39398144,0.006346153846153845,上海
小荔枝_Keikei,6.61,111420,腰部达人,12000.0,81.63,0.00036722633477428014,0.3996776,0.004646153846153846,福建
艾琳AileenKowk,6.61,204919,腰部达人,23000.0,16.62,0.0018047689529871065,0.3860244,0.016703846153846156,广东
胖达Moer,6.61,186401,腰部达人,12000.0,9.9,0.0030300181817367964,0.3830151,0.014073076923076923,广东
泽泽欧巴,6.61,104360,腰部达人,12695.0,66.82,0.00044868178894649655,0.4,0.0031538461538461538,广东
折耳根公主,6.61,221347,腰部达人,20000.0,7.72,0.0038857257586159457,0.38406896,0.00715,重庆
随便叫个蓝精灵吧,6.61,149448,腰部达人,12000.0,5.03,0.005963930701424107,0.3761178,0.007880769230769231,浙江
nya酱的一生,6.61,638048,头部达人,170000.0,16.46,0.001822315049389094,0.39294650999999997,0.005534615384615384,上海
人猿泰山,6.61,1496483,头部达人,95000.0,5.39,0.005565578584599447,0.38041674,0.003219230769230769,中国
文戎书屋,6.6,290337,企业机构号,22600.0,0.0,0.001771717154589004,0.35344806,0.06409999999999999,
侃烃,6.6,752807,头部达人,52000.0,0.0,0.001771717154589004,0.39113118,0.007861538461538463,广东
小周日进斗金,6.6,104924,腰部达人,2900.0,0.0,0.001771717154589004,0.392,0.0062038461538461535,中国
陈丽君,6.6,741739,头部达人,150000.0,5.71,0.0052536562421004315,0.36983857,0.020057692307692308,浙江
清风的小酒,6.6,208090,腰部达人,13900.0,16.21,0.0018504242530250664,0.36896195,0.041049999999999996,中国
D_DiWen,6.6,100527,腰部达人,35000.0,25.28,0.001186423485451918,0.39533205,0.0046807692307692305,中国
刘雨昕XIN LIU,6.6,123666,明星,150000.0,0.0,0.001771717154589004,0.38423434,0.018038461538461538,辽宁
东瓜嘀嘀,6.6,1457055,头部达人,150000.0,209.59,0.0001428509265574635,0.39647448,0.009873076923076922,中国
张炉尹,6.6,114990,腰部达人,15900.0,0.0,0.001771717154589004,0.39253020000000005,0.005992307692307692,浙江
阿珂___,6.59,306743,腰部达人,35000.0,19.12,0.00156875239083302,0.3887982,0.011465384615384617,云南
绿一,6.59,112355,腰部达人,18836.0,28.6,0.0010486656342840871,0.39021531000000004,0.012976923076923079,中国
洛文崽,6.59,506834,头部达人,40000.0,86.21,0.0003477018575086653,0.4,0.0017692307692307693,中国
睿睿子的儿童画🎨（玩儿水晶版）,6.59,146330,腰部达人,14170.0,33.43,0.0008971120891453966,0.39443325,0.007603846153846155,北京
大睿睿呀,6.59,108993,腰部达人,,0.0,0.001771717154589004,0.38376000000000005,0.01790769230769231,广西
张晋腾,6.59,198979,腰部达人,20000.0,4.91,0.006109695664742839,0.37687972000000003,0.004015384615384615,广东
子安,6.59,478639,腰部达人,60000.0,45.21,0.0006632844818598376,0.38642380000000004,0.020673076923076922,北京
Su.,6.59,138733,腰部达人,15000.0,21.6,0.001388603571347052,0.37974622,0.026449999999999998,上海
小野。,6.59,182314,腰部达人,22000.0,13.27,0.0022604534394707106,0.38781,0.009092307692307693,上海
李梦,6.59,590593,明星,70000.0,7.07,0.004242996969003376,0.38442852,0.002626923076923077,中国
Fan的白房子,6.59,129956,腰部达人,38000.0,12.67,0.002367512910054991,0.38574956,0.011584615384615386,江苏
大张羽,6.59,123685,腰部达人,,0.0,0.001771717154589004,0.3737832,0.03296923076923077,山东
张浩昕,6.58,287597,腰部达人,50000.0,16.51,0.0018167953620367124,0.3902284,0.0069,上海
巧乐兹Chocliz,6.58,109410,企业机构号,7100.0,0.0,0.001771717154589004,0.36482875000000003,0.045149999999999996,北京
来份芥末章鱼,6.58,246906,腰部达人,10000.0,4.73,0.006342210812362255,0.3762484,0.0029307692307692303,中国
太极禅柔创始人张斌,6.58,113404,腰部达人,3382.0,169.1,0.00017712415299770936,0.37896,0.03365384615384615,中国
游乐园妈妈,6.58,202737,腰部达人,20000.0,0.0,0.001771717154589004,0.37166844,0.035715384615384614,上海
内向张张,6.58,175085,腰部达人,40000.0,6.12,0.004901676470507002,0.3799278,0.004849999999999999,中国
谢瑞静,6.58,169379,腰部达人,10000.0,7.83,0.0038311330048447882,0.38026815999999997,0.011046153846153846,安徽
Kino,6.58,129049,腰部达人,7500.0,0.0,0.001771717154589004,0.37182761999999997,0.0348,英国
名模坤,6.58,485238,腰部达人,200000.0,7.18,0.004177988459926667,0.3838417,0.0033384615384615384,中国
敏拉队长,6.58,234346,腰部达人,18000.0,0.0,0.001771717154589004,0.3902932,0.007357692307692307,福建
SikZ,6.57,103174,腰部达人,9000.0,13.24,0.002265575960212035,0.38832247999999997,0.006523076923076922,河南
温思儿,6.57,383592,腰部达人,35000.0,26.59,0.0011279583086274264,0.38503652,0.01785769230769231,中国
大小姐凹凸曼,6.57,130829,腰部达人,12000.0,0.0,0.001771717154589004,0.38642829,0.012361538461538462,河南
不说,6.57,196622,腰部达人,32000.0,88.15,0.0003400433675547292,0.39278905000000003,0.010765384615384618,浙江
摸鱼小涛三,6.57,157127,腰部达人,28000.0,22.96,0.0013063348680120528,0.39338379999999995,0.004873076923076923,中国
小满,6.57,135370,腰部达人,28000.0,19.22,0.0015605888210869206,0.39140716999999997,0.006042307692307693,浙江
Cici项偞婧,6.57,335501,明星,70000.0,265.15,0.00011285782163654149,0.39572712,0.007953846153846153,上海
叶河丹,6.57,271759,腰部达人,35000.0,10.56,0.0028406241882302876,0.38745651999999997,0.0045,浙江
川烈,6.57,202895,腰部达人,50900.0,7.79,0.003850806528435094,0.38244336,0.005969230769230769,浙江
我是小谢,6.57,194998,腰部达人,22000.0,26.26,0.0011421365465401558,0.38410736,0.01908846153846154,浙江
喵窝窝,6.57,375229,腰部达人,35000.0,5.67,0.005290721088354172,0.37656303999999996,0.0073846153846153844,上海
文俊辉,6.56,809664,明星,150000.0,0.0,0.001771717154589004,0.38997000000000004,0.005784615384615385,韩国
家居李姐,6.56,123107,腰部达人,14000.0,0.0,0.001771717154589004,0.38218108,0.01728076923076923,浙江
奶油坨坨tuo,6.56,268119,腰部达人,43100.0,12.21,0.0024567174446360127,0.38775439,0.005415384615384615,云南
三金的汽车日记,6.56,298866,腰部达人,150000.0,86.12,0.0003480655231086286,0.394918,0.007434615384615385,江苏
李小野,6.56,206590,腰部达人,50000.0,83.06,0.00036089907459763035,0.39484863,0.007050000000000001,中国
哆仔娱乐🈺CDD可爱可乐,6.56,106220,腰部达人,3000.0,0.0,0.001771717154589004,0.35999353,0.05128461538461538,中国
张大脑袋,6.56,312231,腰部达人,24500.0,10.3,0.002912336477033723,0.38544768,0.0063,四川
郭郭旭旭,6.56,514070,头部达人,160000.0,32.3,0.0009285071206614772,0.39282728,0.006603846153846154,China
出门见喜,6.55,235289,腰部达人,28000.0,1.8,0.016666385714205444,0.33730190000000004,0.008746153846153846,山东
吴抒洋-,6.55,300990,腰部达人,40000.0,26.98,0.0011116493698220904,0.39369960000000004,0.0036153846153846154,浙江
有趣探长,6.55,259990,腰部达人,2438.0,2.93,0.010238625060865082,0.35826120000000006,0.007692307692307692,中国
大串静香,6.55,143857,腰部达人,12800.0,15.49,0.0019364482153570572,0.38640378000000003,0.00913076923076923,浙江
熊掌日记,6.55,178334,腰部达人,70000.0,6.5,0.0046151002196989635,0.37932435999999997,0.005030769230769231,山东
unocho,6.55,110449,腰部达人,11000.0,0.0,0.001771717154589004,0.38826879999999997,0.0077884615384615375,冰岛
吉吉如肉灵,6.55,130025,腰部达人,12000.0,15.96,0.0018794140708100352,0.37608,0.025173076923076923,中国
Protein06,6.55,156126,腰部达人,15500.0,0.0,0.001771717154589004,0.38892984,0.006669230769230769,澳大利亚
叶咕,6.55,239128,腰部达人,80000.0,3.04,0.00986813815781391,0.36318912000000003,0.0021461538461538462,广东
小贝果子,6.55,147906,腰部达人,30000.0,0.0,0.001771717154589004,0.38544,0.01181153846153846,广东
echoeso-,6.55,285569,腰部达人,22000.0,30.51,0.0009829987356959444,0.3883865,0.012323076923076921,其他
theana,6.55,514342,头部达人,63000.0,100.69,0.0002976585558822411,0.3932621,0.008703846153846154,浙江
工程师祺祺爸,6.55,344803,腰部达人,30000.0,0.0,0.001771717154589004,0.38465412,0.013049999999999999,天津
陈思建,6.55,216273,腰部达人,70000.0,3.73,0.008042612025962686,0.3693794,0.001673076923076923,中国
动物饼干,6.55,112432,腰部达人,5800.0,10.11,0.002967074183894871,0.38432,0.006453846153846154,广东
盐汽水阿姨,6.54,309424,腰部达人,39000.0,24.87,0.001205987247893651,0.39016368,0.007357692307692307,浙江
娱乐有饭,6.54,320891,腰部达人,26000.0,2.28,0.01315761278187433,0.34687074,0.009815384615384615,山东
Yhixn,6.54,285084,腰部达人,32000.0,23.01,0.0013034956229395205,0.3899746,0.007103846153846153,韩国
男人的快乐老丁,6.54,436054,腰部达人,40000.0,15.67,0.001914201112143886,0.38365304999999994,0.012665384615384615,辽宁
Jessie J,6.54,171289,明星,13900.0,17.68,0.0016965473496276203,0.39120221000000005,0.0027423076923076923,美国
Yesung,6.54,266996,明星,86000.0,8.71,0.003444032146876168,0.3830957,0.004646153846153846,韩国
东方不败,6.54,190807,腰部达人,18200.0,14.3,0.0020976169829355212,0.38656826,0.007811538461538462,
私品味,6.54,150823,企业机构号,9400.0,4569.44,6.279643438299029e-06,0.4,0.0,广东
王骁PIL,6.53,288694,腰部达人,50000.0,0.0,0.001771717154589004,0.38698764,0.008161538461538461,英国
王奕婷,6.53,147416,明星,37300.0,7.82,0.003836032517273448,0.38190555,0.0039,上海
李娃娃,6.53,934308,头部达人,120000.0,3.02,0.009933491958291933,0.3591379,0.00586923076923077,中国
子晴晴呀,6.53,187699,腰部达人,23000.0,28.14,0.0010658126712556459,0.38714638,0.012042307692307692,中国
俊俏小幺,6.53,105283,腰部达人,18000.0,8.35,0.003592529683408823,0.37802765,0.011257692307692309,中国
梅食间,6.53,129032,腰部达人,14453.0,9.28,0.0032324738299678926,0.38066012,0.00893076923076923,中国
马二娃,6.53,117722,腰部达人,15040.0,3.25,0.009230486153765274,0.36299254,0.0037884615384615387,中国
Livec_董小姐,6.52,246553,腰部达人,45000.0,77.83,0.000385169875654894,0.38777700000000004,0.013807692307692307,江苏
黄大圣,6.52,259929,腰部达人,26000.0,9.96,0.0030117633389891807,0.38234504,0.006461538461538461,中国
Jazmín.,6.52,208688,腰部达人,15950.0,3.76,0.007978439969523882,0.3652482,0.005503846153846154,中国
localflvcko,6.52,105333,腰部达人,50000.0,0.0,0.001771717154589004,0.3891303,0.003861538461538462,上海
黄河大鲤娱,6.52,168087,腰部达人,28000.0,2.61,0.01149397044326906,0.3557288,0.0026115384615384616,山东
悠米大人,6.52,185197,腰部达人,12000.0,5.0,0.005999715999918857,0.37322568,0.004557692307692308,中国
琳欣儿,6.52,150350,腰部达人,19000.0,0.0,0.001771717154589004,0.38284,0.013157692307692306,中国
杀手小六,6.52,252820,腰部达人,14000.0,1150.68,2.5785833388267994e-05,0.3748,0.03550384615384616,中国
_青橘儿,6.52,105776,腰部达人,17419.0,10.58,0.0028352538481497625,0.38549624,0.003469230769230769,湖北
蜜Y酱,6.52,567592,头部达人,59800.0,41.76,0.0007181052954849284,0.38990280000000005,0.009107692307692308,上海
張恩镜Zej,6.52,442149,腰部达人,40000.0,5.59,0.005366442115942316,0.37567088,0.003884615384615385,中国
原味留来,6.52,127568,腰部达人,41000.0,90.83,0.00033000172999498944,0.3856732,0.017692307692307695,中国
张点点呀-,6.52,115758,腰部达人,8000.0,6.84,0.004385680451046544,0.37673141999999993,0.007530769230769231,天津
SHIYI,6.52,226187,腰部达人,90000.0,30.04,0.0009983830130438057,0.38972448,0.0073807692307692315,中国
大刘,6.52,108097,腰部达人,13941.0,0.0,0.001771717154589004,0.37988352,0.01753076923076923,河南
周周子爱拍照,6.52,310996,腰部达人,25000.0,9.79,0.003064066540119989,0.38025719999999996,0.009688461538461538,中国
张三疯,6.52,111394,腰部达人,3000.0,818.18,3.638104425719901e-05,0.36000000000000004,0.057692307692307696,中国
忽然而已,6.52,119019,腰部达人,,0.0,0.001771717154589004,0.38562614999999995,0.008984615384615384,福建
椰CC,6.51,122303,腰部达人,7800.0,0.0,0.001771717154589004,0.36534275,0.038461538461538464,广东
馒头（徐宸玥）,6.51,762607,头部达人,52000.0,2.56,0.011718467633847896,0.35428068,0.0031153846153846153,浙江
你的茜茜上线啦！,6.51,1277432,头部达人,80000.0,6.23,0.004815124971255609,0.37803924,0.0026038461538461536,中国
PP不是屁屁,6.51,154566,腰部达人,8000.0,0.0,0.001771717154589004,0.36752850000000004,0.03496538461538461,浙江
尹可以,6.51,188094,腰部达人,36000.0,17.44,0.0017198982633523216,0.38839732,0.004269230769230769,上海
是自顾自少女呀！,6.51,453271,腰部达人,80000.0,0.0,0.001771717154589004,0.37503427,0.02354615384615385,中国
美眉七,6.51,120015,腰部达人,4000.0,0.0,0.001771717154589004,0.37474080000000004,0.024615384615384615,中国
小张小老师,6.51,115919,腰部达人,5000.0,13.63,0.002200742060499199,0.38534767999999997,0.006142307692307693,重庆
辣椒你别买了啊,6.51,136043,腰部达人,8000.0,315.69,9.474424721341588e-05,0.3881776,0.013984615384615384,广东
阿图罗,6.51,132529,腰部达人,36800.0,7.54,0.0039784952632760245,0.38089500000000004,0.0025807692307692307,浙江
李小狼逛日本,6.51,107388,腰部达人,15000.0,57.09,0.000525200510390597,0.38930237999999995,0.009673076923076923,辽宁
小今花菜,6.51,207789,腰部达人,27000.0,19.51,0.0015373877131790916,0.38359332,0.012892307692307692,河北
libracc,6.51,201859,腰部达人,19500.0,22.1,0.0013571807368286267,0.38644866000000005,0.009134615384615385,中国
小梁Rocky,6.5,343526,腰部达人,55000.0,37.81,0.0007931554009839097,0.38801504,0.009138461538461538,广东
若溪妹妹,6.5,515010,头部达人,15000.0,4.35,0.006896267980214497,0.36964791999999996,0.0033692307692307693,中国
成分学家唐唐,6.5,507457,头部达人,45000.0,7.98,0.003759113855987417,0.37602424999999995,0.010311538461538462,中国
大熊搞笑解说,6.5,149492,腰部达人,3500.0,0.0,0.001771717154589004,0.37433150000000004,0.023807692307692307,广东
李承铉,6.5,499128,明星,150000.0,43.6,0.0006877878767205203,0.3877459,0.010507692307692308,北京
丑宝呦,6.5,323211,腰部达人,25200.0,0.0,0.001771717154589004,0.37735312,0.019230769230769232,中国
鹿柯珂-,6.5,129168,腰部达人,16000.0,0.0,0.001771717154589004,0.3849274,0.008615384615384615,江苏
